date,code,name,origin,price,benchmark,savings_pct,airline,depart,return,booking_link,confirmed
2026-08-14,OAX,"Oaxaca, Mexico",PHL,337,351,4,AM,2026-09-21,2026-10-02,https://www.aviasales.com/search/PHL2109OAX02101?t=AM17899825801790010900000592PHLMEXOAX17909211001790970180000698OAXMEXPHL_cb62503140186d03e5febdde7d029842_27839&search_date=11082026&expected_price_uuid=019feecd-40fb-8040-aa84-70de31eba0bf&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=C8rl2k7METgNAi5zaoBYVg&expected_price_source=share&expected_price_currency=usd&expected_price=337&marker=741311,
2026-08-14,WMI,"Warsaw, Poland",JFK,781,656,-19,Z0,2026-09-27,2026-10-03,"https://www.aviasales.com/search/JFK2709WMI03101?t=B617905332001790611800000950JFKLGWSTNWMI17910576001791112740001279WMISTNLHRJFK_c6ceb43be11db0f88b9c7ff7a6ef4497_64250&search_date=08082026&expected_price_uuid=019fe128-5de3-8040-2465-e2e8d4db4af1&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=IX8w1N0ZYPta6iDFrhODUA&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=781&marker=741311",
2026-08-14,AGU,"Aguascalientes, Mexico",DFW,341,355,4,AA,2026-10-09,2026-10-13,https://www.aviasales.com/search/DFW0910AGU13101?t=AA17915763601791581220000141DFWAGU17918726401791885300000151AGUDFW_91f1f3eb04b9bd3588cc998d7c7f2ec7_28285&search_date=13082026&expected_price_uuid=019ff887-5d3f-8040-6c6b-7e20242bab1e&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=-C4ysj3hKELG7bH8TZL62w&expected_price_source=share&expected_price_currency=usd&expected_price=341&marker=741311,
2026-08-14,BDA,"Hamilton, Bermuda",BOS,423,440,4,AA,2026-08-22,2026-08-29,https://www.aviasales.com/search/BOS2208BDA29081?t=UA17874318001787485740000839BOSPHLBDA17880150001788031680000338BDAEWRBOS_ee3aad405b499a7f6dda9e870bdbc84a_34817&search_date=07082026&expected_price_uuid=019fde3b-1c99-8040-62fd-6672f7891fc0&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=owc6hxkVqJkvSwsVGc8sLg&expected_price_source=share&expected_price_currency=usd&expected_price=423&marker=741311,
2026-08-14,NSI,"Yaounde, Cameroon",IAD,1290,1346,4,AF,2027-04-27,2027-05-23,"https://www.aviasales.com/search/IAD2704NSI23051?t=AF18088497001808945700001300IADCDGNSI18111114001811259300002765NSICDGAMSIAD_57e3a2b96a6169b8fa8965848a2dabec_106125&search_date=08082026&expected_price_uuid=019fe1bd-aec0-8040-ad00-bac6d0d9cb92&static_fare_key=TY%7CP0%7CH1%7CL1_2_46%7CCH0%7CR0%7CTBC1&itinerary_key=7saYUdGVJ0CljlicRFCMkQ&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=1290&marker=741311",
2026-08-14,TOF,"Tomsk, Russia",SAT,1816,1885,4,UA,2027-02-01,2027-02-04,https://www.aviasales.com/search/SAT0102TOF04021?t=AA18014988001801727700003035SATIAHFRAISTSAWLEDTOF18017433001801848360002531TOFOVBTASFRADFWSAT_cf1d0c3fc78c0e7cb1193eaf1955e75e_149170&search_date=07082026&expected_price_uuid=019fdb95-2358-8030-2bc2-8846d9218679&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=V83v5rg4nMwuTmYgKbGqVQ&expected_price_source=share&expected_price_currency=usd&expected_price=1816&marker=741311,
2026-08-14,NAS,"Nassau, Bahamas",MIA,275,284,3,UP,2026-10-26,2026-10-28,https://www.aviasales.com/search/MIA2610NAS28101?t=UP17930439001793047500000060MIANAS17932086001793212500000065NASMIA_c59641eec8bff67fdacb1ceb3e53cb68_22405&search_date=09082026&expected_price_uuid=019fe706-3e8f-8030-6957-49f48620ee10&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=4r0uIA1LQ_vQwIhdXHAXKA&expected_price_source=share&expected_price_currency=usd&expected_price=275&marker=741311,
2026-08-14,LHR,"London, UK",IAD,453,469,3,TP,2026-09-15,2026-10-06,"https://www.aviasales.com/search/IAD1509LHR06101?t=TP17895117001789580700000850IADLISLHR17912664001791299400000850LHRLISIAD_238e9e72721b2422d7e56bc18e1a2486_37373&search_date=12082026&expected_price_uuid=019ff3bb-ca77-8040-2333-88e4ced53587&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=NOFz-FrVluNljXf4Vu-nRA&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=453&marker=741311",
2026-08-14,DEL,"Delhi, India",BOS,622,643,3,EY,2026-10-11,2026-10-24,https://www.aviasales.com/search/BOS1110DEL24101?t=EY17917359001791832800001045BOSAUHDEL17928339001792941000002355DELAUHBOS_9b1e6ed1e211d3ed522c24e17a8a67ae_51373&search_date=10082026&expected_price_uuid=019febf6-9dc4-8040-a8a1-280dfd520dae&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=K_k0IOsTKXu2x9d6crzE1A&expected_price_source=share&expected_price_currency=usd&expected_price=622&marker=741311,
2026-08-14,MUC,"Munich, Germany",BWI,644,667,3,FI,2026-11-27,2027-01-21,https://www.aviasales.com/search/BWI2711MUC21011?t=FI17958084001795867500000625BWIKEFMUC18005364001800556800000700MUCKEFBWI_bf5bb02084420044384bac004cede77f_52571&search_date=09082026&expected_price_uuid=019fe7b7-7fb1-8040-677f-d36eb3c4946d&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=_1P6E4iTnHISikk14ON8DQ&expected_price_source=share&expected_price_currency=usd&expected_price=644&marker=741311,
2026-08-14,PPT,"Papeete, Tahiti",HNL,832,858,3,AS,2026-11-21,2026-12-01,https://www.aviasales.com/search/HNL2111PPT01121?t=AS17952753001795296600000355HNLPPT17961675001796189100000360PPTHNL_5609fa10e832713134d3c92bf59574b3_69028&search_date=13082026&expected_price_uuid=019ffa18-3eef-8051-2487-63db3e15c0fd&static_fare_key=TY%7CP0%7CH1%7CL1_2_0%7CCH1%7CR0%7CTBC1&itinerary_key=o_ZCdyg0BAfkO2OIYWStQw&expected_price_source=share&expected_price_currency=usd&expected_price=832&marker=741311,
2026-08-14,LED,"St. Petersburg, Russia",MIA,1914,1176,-63,TP,2026-12-19,2027-01-02,https://www.aviasales.com/search/MIA1912LED02011?t=LO17976990001797863400002260MIALISMXPBEGISTSAWLED17988714001798997700002585LEDSAWISTWAWMIA_ab9c9082ac4268c31ee8399595eb807d_158968&search_date=14082026&expected_price_uuid=019ffe09-9a07-8040-aa6d-c82c7de70344&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=j9p4hichbAM-wHzF2LL5hw&expected_price_source=share&expected_price_currency=usd&expected_price=1914&marker=741311,
2026-08-14,SAP,"La Mesa, Honduras",ATL,583,326,-79,UA,2026-09-03,2026-10-02,https://www.aviasales.com/search/ATL0309SAP02101?t=UA17884191001788435120000387ATLIAHSAP17909445001790976000000405SAPIAHATL_9345a890c0050a03759168f49e61235c_48018&search_date=07082026&expected_price_uuid=019fdcf6-c9ff-8040-aa81-a08425e7c65e&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=Osz7SSYo0M-HusVQr4iC0g&expected_price_source=share&expected_price_currency=usd&expected_price=583&marker=741311,
2026-08-14,TIV,"Tivat, Montenegro",BOS,897,928,3,LL,2026-09-16,2026-09-30,https://www.aviasales.com/search/BOS1609TIV30091?t=LL17895993001789717200001605BOSBCNMXPBEGTIV17907567001790802300001120TIVBEGFCOBCNBOS_0aeeb100e2ea64a0239065e3af0fde89_73979&search_date=11082026&expected_price_uuid=019ff2d1-8335-8040-a09c-9bae099e5bee&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=_CETzRu7fAsJfoiBzXZHYg&expected_price_source=share&expected_price_currency=usd&expected_price=897&marker=741311,
2026-08-14,YEG,"Edmonton, Canada",BOS,263,270,3,WS,2026-08-31,2026-09-05,https://www.aviasales.com/search/BOS3108YEG05091?t=WS17882010001788223440000494BOSYYCYEG17885934001788630000000490YEGYYCBOS_aa4fef73b9c0d16b296a6ee6b5b353ce_21701&search_date=07082026&expected_price_uuid=019fdce0-4747-8040-2731-9c68ce50490c&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=cuHzGxSC6hz7SoNV6oDluQ&origin_airports=1&destination_airports=0&expected_price_source=share&expected_price_currency=usd&expected_price=263&marker=741311,
2026-08-14,RAI,"Praia, Cabo Verde",BOS,826,854,3,TP,2026-12-29,2027-01-20,https://www.aviasales.com/search/BOS2912RAI20011?t=TP17985672001798633500000865BOSLISRAI18004071001800456000001055RAILISBOS_43d4c24827ccd64dbc2db1eda1fd5527_68598&search_date=14082026&expected_price_uuid=019ffda9-78fa-8040-a55b-1dc698502106&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=lo2izi_q1etyDXCB7pO6fw&expected_price_source=share&expected_price_currency=usd&expected_price=826&marker=741311,
2026-08-14,ADB,"Izmir, Türkiye",ORD,870,895,3,FI,2026-09-21,2026-09-30,"https://www.aviasales.com/search/ORD2109ADB30091?t=FI17900187001790124300001280ORDKEFLHRSTNADB17907513001790878500002600ADBSAWHAMGDNKEFORD_3ee7740ffb25128f994af1b47f96322e_71953&search_date=10082026&expected_price_uuid=019fec2f-a7f4-8040-6746-b7358da49eeb&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=KXNKgK55MJrefGEXJ6hvww&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=870&marker=741311",
2026-08-14,PSS,"Posadas, Argentina",SFO,1237,1280,3,F9,2026-10-28,2026-11-25,https://www.aviasales.com/search/SFO2810PSS25111?t=AR17932150201793367600002303SFODENMIAEZEAEPPSS17956431001795734720001827PSSAEPEZEPTYSFO_4cba5c300263071587da6fe3d88737fb_102762&search_date=13082026&expected_price_uuid=019ffc47-ce7f-8040-6000-5affef7b30e0&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=FJU6lThwGGEgT6DBAxnoFw&expected_price_source=share&expected_price_currency=usd&expected_price=1237&marker=741311,
2026-08-14,CUL,"Culiacan, Mexico",PHL,531,546,3,AM,2026-09-11,2026-10-31,https://www.aviasales.com/search/PHL1109CUL31101?t=AM17891185801789150740000716PHLMEXCUL17934331801793478840000581CULMEXPHL_7dd7402b64d989c7bbae3c9510951680_43652&search_date=08082026&expected_price_uuid=019fe359-d01b-8040-a94f-adc042ff6657&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=cVDDOrhBjfU07nv7PqMatA&expected_price_source=share&expected_price_currency=usd&expected_price=531&marker=741311,
2026-08-14,RTB,"Roatan Island, Honduras",MCO,611,633,3,AA,2026-10-01,2026-10-10,https://www.aviasales.com/search/MCO0110RTB10101?t=AA17908488001790857860000271MCOMIARTB17916441001791711480001003RTBDFWMCO_f43281e69a7874e5636c848ba83ed375_50279&search_date=08082026&expected_price_uuid=019fe313-be47-8040-6769-db5d58c00b63&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=yNA9DPV-AZqfYa1p4lWRiA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=611&marker=741311,
2026-08-14,CDG,"Paris, France",JFK,429,438,2,VS,2026-08-18,2026-09-25,"https://www.aviasales.com/search/JFK1808CDG25091?t=VS17870926201787141700000458JFKCDG17903286001790337240000504CDGJFK_d616982918ab082fb45f0025856c2fca_35584&search_date=12082026&expected_price_uuid=019ff803-e1c3-8040-61c4-9a1d6b67323d&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=QFVvoy9VDQCRTLJgF5L8rg&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=429&marker=741311",
2026-08-14,PRG,"Prague, Czechia",JFK,563,574,2,Z0,2026-10-02,2026-10-11,https://www.aviasales.com/search/JFK0210PRG11101?t=EI17909652001791103500001945JFKLGWPRG17917539001791930300003300PRGSOFFCODUBJFK_ee1babaf2fa9aac8b969be8c34b11f2c_46774&search_date=13082026&expected_price_uuid=019ffc83-aebb-8040-a9d6-41281d5f3448&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=pW2CVLuyZCcgN1lISaD6Yw&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=563&marker=741311,
2026-08-14,ZNZ,"Zanzibar, Tanzania",MIA,1268,1296,2,QR,2027-01-27,2027-02-03,https://www.aviasales.com/search/MIA2701ZNZ03021?t=QR18010773001801229400002055MIADOHDARZNZ18016446001801758300002375ZNZDARDOHMIA_f93f693b6ad1b2be824b2f9a2b32566e_103438&search_date=09082026&expected_price_uuid=019fe631-c364-8051-2ef2-17724ed8ca28&static_fare_key=TY%7CP1%7CH1%7CL1_2_0%7CCH1%7CR1%7CTBC1&itinerary_key=asMlK_k09Bkn46HP5GihNA&expected_price_source=share&expected_price_currency=usd&expected_price=1268&marker=741311,
2026-08-14,HAK,"Haikou, China",SFO,1012,1031,2,CX,2027-03-01,2027-03-29,https://www.aviasales.com/search/SFO0103HAK29031?t=CX18039417001804088400001485SFOHKGHAK18063390001806360000001250HAKHKGSFO_55e761e1ceed22ec3f3743a78484fb82_83486&search_date=11082026&expected_price_uuid=019fef2c-c735-8040-a854-acd6962b242c&static_fare_key=TY%7CP0%7CH1%7CL1_1_23%7CCH0%7CR0%7CTBC1&itinerary_key=QqMnH51MczOvlscchF1EZw&expected_price_source=share&expected_price_currency=usd&expected_price=1012&marker=741311,
2026-08-14,ALC,"Alicante, Spain",EWR,615,627,2,SK,2027-01-28,2027-02-04,https://www.aviasales.com/search/EWR2801ALC04021?t=SK18011580001801307700002135EWRARNALC18017400001801833900001925ALCOSLEWR_fe8cf99a3add2941a8226c0465a62584_50166&search_date=09082026&expected_price_uuid=019fe6f1-eaa4-8030-ae51-e23a35896757&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=gRcL9NrVDENO2hFHEJrIeA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=615&marker=741311,
2026-08-14,OUA,"Ouagadougou, Burkina Faso",IAH,932,951,2,UA,2027-01-10,2027-02-15,https://www.aviasales.com/search/IAH1001OUA15021?t=UA17995908001799683200001180IAHORDBRUOUA18027297001802796900001480OUABRUORDIAH_0167b70599b9e056c1fe5f0b488ee86a_77820&search_date=13082026&expected_price_uuid=019ffa6a-0266-8040-af44-19cc10ceaf44&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=pjGuYAOdMaNqouUhAbBL1g&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=932&marker=741311,
2026-08-14,FRS,"San Benito, Guatemala",JFK,741,466,-59,CM,2027-01-26,2027-02-13,https://www.aviasales.com/search/JFK2601FRS13021?t=CM18009261601800967800000754JFKPTYGUAFRS18025284001802573940000699FRSGUAPTYJFK_b9a6e566abc1bb54a1a3349633917cb3_61459&search_date=13082026&expected_price_uuid=019ff9d8-3ea6-8040-a148-e24deda4f04d&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=VtqPqE8_-FL9GOrI5XRUUg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=741&marker=741311,
2026-08-14,TFN,"Tenerife Island, Spain",TPA,881,900,2,AC,2027-02-10,2027-02-14,https://www.aviasales.com/search/TPA1002TFN14021?t=AC18022659001802352900001150TPAYULMADTFN18025887001802639340001144TFNMADYULTPA_37d118543a4effeb440a9ec46d0612c2_73195&search_date=13082026&expected_price_uuid=019ffd1c-a0a7-8040-6d66-d0c49c5b29e1&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=_p8hfrQOq5h4Jnx8U1Chmg&origin_airports=1&destination_airports=0&expected_price_source=share&expected_price_currency=usd&expected_price=881&marker=741311,
2026-08-14,SJP,"Sao Jose Do Rio Preto, Brazil",BOS,1009,1026,2,LA,2027-01-27,2027-02-25,https://www.aviasales.com/search/BOS2701SJP25021?t=LA18010407001801123800001265BOSGRUCGHSJP18035454001803624300001435SJPCGHGRUBOS_be913f85406d83cfcbc00c66684fcc2d_83663&search_date=12082026&expected_price_uuid=019ff614-2c6b-8030-ad27-65fbb09336ac&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=DySa5v9bWKD7Tn-GYNFE8A&expected_price_source=share&expected_price_currency=usd&expected_price=1009&marker=741311,
2026-08-14,VTZ,"Visakhapatnam, India",CLT,1347,1373,2,AA,2026-08-17,2026-09-03,https://www.aviasales.com/search/CLT1708VTZ03091?t=AA17869895401787125200001691CLTJFKDELVTZ17884236001788516300002115VTZDELJFKCLT_eda3ab058e7b609b9084975f353d48c4_109899&search_date=09082026&expected_price_uuid=019fe783-42a2-8040-6ba7-52e1c3cf1ab8&static_fare_key=TY%7CP0%7CH1%7CL1_1_23%7CCH1%7CR0%7CTBC1&itinerary_key=PqJsl7GBHCvRMnLOoQXL4Q&expected_price_source=share&expected_price_currency=usd&expected_price=1347&marker=741311,
2026-08-14,MMX,"Malmo, Sweden",JFK,561,573,2,SK,2026-09-08,2026-09-17,"https://www.aviasales.com/search/JFK0809MMX17091?t=SK17888874001788967500000975JFKOSLARNMMX17896248001789659600000940MMXARNOSLJFK_7b2dbd38237fe16ed392d2b1bce59843_46119&search_date=08082026&expected_price_uuid=019fe11b-01f4-8030-6284-a9b0879b0d7d&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=qn-nIqnDY7iWEikgQ3YQnQ&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=561&marker=741311",
2026-08-14,SJW,"Shijiazhuang, China",LAX,787,803,2,MU,2026-09-21,2026-10-13,https://www.aviasales.com/search/LAX2109SJW13101?t=MU17899938001790172600002080LAXPVGSJW17919216001791972300001745SJWPVGLAX_d1b32a4cd23d05d3b49632c198970436_64898&search_date=10082026&expected_price_uuid=019fead1-9652-8040-69ed-b6a890cbd027&static_fare_key=TY%7CP0%7CH1%7CL1_1_23%7CCH1%7CR0%7CTBC1&itinerary_key=NYlM42kXTS4E4DAn1Vfvow&expected_price_source=share&expected_price_currency=usd&expected_price=787&marker=741311,
2026-08-14,RBA,"Rabat, Morocco",ORD,934,956,2,FI,2026-09-05,2026-09-18,https://www.aviasales.com/search/ORD0509RBA18091?t=AV17886471001788737700001150ORDKEFCDGORYRBA17897703001789852800001735RBAMADBOGORD_feee783b6d9e20287f953026719c667a_76798&search_date=08082026&expected_price_uuid=019fdebb-a5c0-8030-60f1-e5d763230374&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=rsAQCk2hZOj7zF4FD2oceA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=934&marker=741311,
2026-08-14,SHJ,"Sharjah, UAE",SEA,822,829,1,AA,2026-09-26,2026-10-18,https://www.aviasales.com/search/SEA2609SHJ18101?t=AA17904670201790626800002003SEAORDDOHSHJ17923593001792421520001697SHJDOHDFWSEA_af8c2237ddda079eded44318c87c9357_67066&search_date=09082026&expected_price_uuid=019fe79e-0832-8040-a181-f68da997de8e&static_fare_key=TY%7CP0%7CH1%7CL1_1_23%7CCH1%7CR0%7CTBC1&itinerary_key=AgJklrTp9N2froyl4NOYiw&expected_price_source=share&expected_price_currency=usd&expected_price=822&marker=741311,
2026-08-14,BVA,"Beauvais/Tille, France",JFK,1022,629,-62,EI,2026-10-01,2026-10-16,"https://www.aviasales.com/search/JFK0110BVA16101?t=EI17908989001790964300000730JFKDUBBVA17921337001792158000000765BVADUBJFK_c7bebb68d8c76c5df77e3a9341cc2d4a_84295&search_date=11082026&expected_price_uuid=019ff1e1-68ed-8030-adc8-bdbe2e38429f&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=YZAtg9oxN8hjryIJ0-tGNQ&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=1022&marker=741311",
2026-08-14,LAP,"La Paz, Mexico",MIA,491,497,1,AM,2027-02-05,2027-02-14,https://www.aviasales.com/search/MIA0502LAP14021?t=AM18018109201801836180000541MIAMEXLAP18026329201802690700000843LAPMEXMIA_f29af991d5c93ab64de96941b55f87a6_41278&search_date=13082026&expected_price_uuid=019ffb39-e69c-8040-6f2f-6524acee96df&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=_LBVOVyVm1ic9M_-YLjQEw&expected_price_source=share&expected_price_currency=usd&expected_price=491&marker=741311,
2026-08-14,KRR,"Krasnodar, Russia",MIA,1221,1239,1,BF,2026-09-17,2026-10-05,https://www.aviasales.com/search/MIA1709KRR05101?t=BF17896809001789916400003505MIAORYISTKRR17912055001791314400002235KRRISTORYMIA_597eb6c25822b8f0b7a70ad055eeff4b_100272&search_date=07082026&expected_price_uuid=019fdc14-d760-8050-ef95-ca51265b2edb&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=mM-hqxoWeq_xx6adn0Mjmg&expected_price_source=share&expected_price_currency=usd&expected_price=1221&marker=741311,
2026-08-14,FCO,"Rome, Italy",EWR,434,432,0,TP,2026-10-20,2026-10-31,"https://www.aviasales.com/search/EWR2010FCO31101?t=TP17925174001792608900001165EWRLISFCO17934648001793570400002120FCOLISOPOEWR_ae8f022e904a5ef0359989c591fa18f4_35855&search_date=10082026&expected_price_uuid=019febbd-458a-8040-aada-99e3b10ea4bf&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=29f2Z6t1Nh9ztQZmjiMezw&origin_airports=0,1&destination_airports=0,1&expected_price_source=share&expected_price_currency=usd&expected_price=434&marker=741311",
2026-08-14,SIN,Singapore,FLL,1041,606,-72,LH,2026-09-20,2026-10-02,https://www.aviasales.com/search/FLL2009SIN02101?t=LH17899074001790094600002400FLLYYZFRASIN17909844001791063540002039SINFRAYULFLL_9269e9c14127ac9f01d57084562cfd54_85865&search_date=12082026&expected_price_uuid=019ff48e-b1e6-8040-6780-f83d25b92fb2&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=gpw1t9wmC5gvty1C0sjGRw&expected_price_source=share&expected_price_currency=usd&expected_price=1041&marker=741311,
2026-08-14,JRO,"Kilimanjaro, Tanzania",IAD,1196,1192,0,QR,2027-03-21,2027-04-17,https://www.aviasales.com/search/IAD2103JRO17041?t=QR18056631001805819700002190IADDOHJRO18079845001808037900001310JRODOHIAD_29d16df6c66cf747153cc6c546cf769b_98596&search_date=11082026&expected_price_uuid=019ff333-42ec-8030-2ef3-2bee6a797eb1&static_fare_key=TY%7CP0%7CH1%7CL1_2_0%7CCH1%7CR1%7CTBC1&itinerary_key=8zlTCPrme6mEZg9dMdwW5g&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=1196&marker=741311,
2026-08-14,ADL,"Adelaide, Australia",OAK,1266,1266,0,AS,2026-08-14,2026-08-30,https://www.aviasales.com/search/OAK1408ADL30081?t=AS17866959001786833300001300OAKHNLSYDADL17880912001788162120002172ADLSYDHNLSFO_a54f22ae1d6b208f0905203907ea2d96_103330&search_date=09082026&expected_price_uuid=019fe72c-ffef-8040-2316-b237adf5ea3e&static_fare_key=TY%7CP0%7CH1%7CL1_2_46%7CCH0%7CR0%7CTBC1&itinerary_key=5r8fNDAOul4jQBporHab2Q&expected_price_source=share&expected_price_currency=usd&expected_price=1266&marker=741311,
2026-08-14,KZN,"Kazan, Russia",ORD,1269,1265,0,AA,2027-01-10,2027-02-02,https://www.aviasales.com/search/ORD1001KZN02021?t=BA17995872001799751000002190ORDYYZDUBSAWLEDKZN18015984001801748700003045KZNSVOVKOISTLHRORD_5972c68dbe6212f0e27695f5050eda78_105085&search_date=12082026&expected_price_uuid=019ff64a-9fe3-8040-a84b-e522e7289904&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=pgoyh2bjpMlRdgSkKr5Vvg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=1269&marker=741311,
2026-08-14,AHO,"Alghero, Italy",IAD,861,861,0,TP,2026-11-09,2026-11-23,https://www.aviasales.com/search/IAD0911AHO23111?t=TP17942451001794336000001155IADLISFCOAHO17954472001795531500001765AHOFCOLISIAD_9f62d8135ef9e0c10cbe030e3f89304e_70813&search_date=07082026&expected_price_uuid=019fde1d-8923-8040-243a-6b09f77d92e6&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=l-NP0YWo8PtKqyjMcLOkLQ&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=861&marker=741311,
2026-08-14,JTR,"Santorini Island, Greece",LAX,620,619,0,BA,2027-05-21,2027-05-24,https://www.aviasales.com/search/LAX2105JTR24051?t=AA18108828001810998300001325LAXJFKLHRJTR18111699001811264280002173JTRLHRCLTLAX_4a334c425577f0e85ee1b43ab8027f07_51030&search_date=09082026&expected_price_uuid=019fe495-87df-8040-2a5d-59d658c09546&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=sQoI4OQVJC1RZ9Rsns9hVQ&expected_price_source=share&expected_price_currency=usd&expected_price=620&marker=741311,
2026-08-14,KKC,"Khon Kaen, Thailand",SEA,925,925,0,SQ,2027-01-12,2027-01-26,https://www.aviasales.com/search/SEA1201KKC26011?t=SQ17997435001799951400002565SEASINBKKKKC18009528001801033800002250KKCBKKSINSEA_dc0296607fc2641d6fc4f8349f8d5a7e_76312&search_date=10082026&expected_price_uuid=019fed86-db3d-8040-24e5-2bee05de51a4&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=FgkNR6yJYH4m6yJZcN1r2Q&expected_price_source=share&expected_price_currency=usd&expected_price=925&marker=741311,
2026-08-14,AJA,"Ajaccio/Napoleon Bonaparte, France",IAD,1010,1010,0,AF,2027-02-10,2027-02-17,https://www.aviasales.com/search/IAD1002AJA17021?t=AF18022848001802358600000870IADCDGORYAJA18028473001802881800000935AJAORYCDGIAD_e7368cdf481970e56840d044c98728b9_83261&search_date=12082026&expected_price_uuid=019ff3c2-b967-8040-2750-1a1d7d539b29&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=gzVzCCFjSeXroyNAq6LneA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=1010&marker=741311,
